V1,rural3,union1988,centeno,totalexperience,replacement,iddto,idedo,jornadaPRI,noOP,fraud
Durango_III_IMG_3014,1.088593006,0,0,1,0,83,10,0.550000012,0,1
Durango_III_IMG_3015,1.088593006,0,0,1,0,83,10,0.550000012,0,1
Durango_III_IMG_3016,1.088593006,0,0,1,0,83,10,0.550000012,0,1
Durango_III_IMG_3017,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3018,1.088593006,0,0,1,0,83,10,0.550000012,0,0
Durango_III_IMG_3019,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3020,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3021,1.088593006,0,0,1,0,83,10,0.550000012,0,0
Durango_III_IMG_3022,1.088593006,0,0,1,0,83,10,0.550000012,0,0
Durango_III_IMG_3023,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3024,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3025,1.088593006,0,0,1,0,83,10,0.550000012,0,0
Durango_III_IMG_3026,1.088593006,0,0,1,0,83,10,0.550000012,0,0
Durango_III_IMG_3027,1.088593006,0,0,1,0,83,10,0.550000012,0,1
Durango_III_IMG_3028,1.088593006,0,0,1,0,83,10,0.550000012,0,0
Durango_III_IMG_3029,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3030,1.088593006,0,0,1,0,83,10,0.550000012,0,0
Durango_III_IMG_3031,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3032,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3033,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3034,1.088593006,0,0,1,0,83,10,0.550000012,0,0
Durango_III_IMG_3035,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3036,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_III_IMG_3037,1.088593006,0,0,1,0,83,10,0.550000012,1,1
Durango_II_IMG_2532,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2533,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2534,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2535,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2536,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2537,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2538,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2539,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2540,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2541,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2542,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2543,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2544,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2545,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2546,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2547,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2548,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2549,0.412685692,0,0,1,0,82,10,0.550000012,1,1
Durango_II_IMG_2550,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2551,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2552,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2553,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2554,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2555,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2556,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2557,0.412685692,0,0,1,0,82,10,0.550000012,1,1
Durango_II_IMG_2558,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2559,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2560,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2561,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2562,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2563,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2564,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2565,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2566,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2567,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2568,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2569,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2570,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2571,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2572,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2573,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2574,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2575,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2576,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2577,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2578,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2579,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2580,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2581,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2582,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2583,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2584,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2585,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2586,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2587,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2588,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2589,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2590,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2591,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2592,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2593,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2594,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2595,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2596,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2597,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2598,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2599,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2600,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2602,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2603,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2604,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2605,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2606,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2607,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2608,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2609,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2610,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2611,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2612,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2613,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2614,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2615,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2616,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2617,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2618,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2619,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2620,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2621,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2622,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2623,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2624,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2625,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2626,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2627,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2628,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2629,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2630,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2631,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2632,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2633,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2634,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2635,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2636,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2637,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2638,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2639,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2640,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2641,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2642,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2643,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2644,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2645,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2646,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2647,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2648,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2649,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2650,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2651,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2652,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2653,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2654,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2655,0.412685692,0,0,1,0,82,10,0.550000012,1,1
Durango_II_IMG_2656,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2657,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2658,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2659,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2660,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2661,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2662,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2663,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2664,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2665,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2666,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2667,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2668,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2669,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2670,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2671,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2672,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2673,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2674,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2675,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2676,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2677,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2678,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2679,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2680,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2681,0.412685692,0,0,1,0,82,10,0.550000012,1,1
Durango_II_IMG_2682,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2683,0.412685692,0,0,1,0,82,10,0.550000012,1,1
Durango_II_IMG_2684,0.412685692,0,0,1,0,82,10,0.550000012,1,1
Durango_II_IMG_2685,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2686,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2687,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2688,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2689,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2691,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2692,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2693,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2694,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2695,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2696,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2697,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2698,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2699,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2700,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2701,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2702,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2703,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2704,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2705,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2706,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2707,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2708,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2709,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2710,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2711,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2712,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2713,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2714,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2715,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2716,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2717,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2718,0.412685692,0,0,1,0,82,10,0.550000012,0,1
Durango_II_IMG_2719,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2720,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2721,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2722,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2723,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2724,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2725,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2726,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2727,0.412685692,0,0,1,0,82,10,0.550000012,1,0
Durango_II_IMG_2728,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_II_IMG_2729,0.412685692,0,0,1,0,82,10,0.550000012,0,0
Durango_IV_DSC_0505_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0506_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0507_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0508_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0509_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0510_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0511_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0512_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0513_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0514_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0516_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0517_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0518_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0519_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0520_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0521_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0522_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0523_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0524_2,1.070723057,0,0,1,1,84,10,0.550000012,1,1
Durango_IV_DSC_0525_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0526_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0527_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0528_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0529_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0530_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0531_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0532_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0533_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0534_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0535_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0536_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0537_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0538_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0539_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0540_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0541_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0542_2,1.070723057,0,0,1,1,84,10,0.550000012,1,1
Durango_IV_DSC_0543_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0544_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0545_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0546_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0547_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0548_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0549_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0550_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0551_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0552_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0553_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0554_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0555_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0556_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0557_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0558_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0559_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0560_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0561_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0562_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0563_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0564_2,1.070723057,0,0,1,1,84,10,0.550000012,1,1
Durango_IV_DSC_0565_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0566_2,1.070723057,0,0,1,1,84,10,0.550000012,0,1
Durango_IV_DSC_0567_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0568_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0569_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0570_2,1.070723057,0,0,1,1,84,10,0.550000012,0,1
Durango_IV_DSC_0571_2,1.070723057,0,0,1,1,84,10,0.550000012,1,1
Durango_IV_DSC_0572_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0573_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0574_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0575_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0576_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0577_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0578_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0579_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0580_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0581_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0582_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0583_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0584_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0585_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0586_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0587_2,1.070723057,0,0,1,1,84,10,0.550000012,1,1
Durango_IV_DSC_0588_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0589_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0590_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0591_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0592_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0593_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0594_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0595_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0596_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0597_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0598_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0599_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0600_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0601_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0602_2,1.070723057,0,0,1,1,84,10,0.550000012,1,1
Durango_IV_DSC_0603_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0604_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0605_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0606_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0607_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0608_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0609_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0610_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0611_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0612_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0613_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0614_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0615_2,1.070723057,0,0,1,1,84,10,0.550000012,1,0
Durango_IV_DSC_0616_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
Durango_IV_DSC_0617_2,1.070723057,0,0,1,1,84,10,0.550000012,0,0
